id,flight_number,name,date_lisbon,date_local,success,details,rocket,launchpad,core_0_id,core_0_flight,core_0_reused,core_0_landing_attempt,core_0_landing_success,core_0_landing_type,payload_0_id,failure_0_time,failure_0_altitude,failure_0_reason,fairings_reused,fairings_recovery_attempt,fairings_recovered,patch_small,patch_large,webcast,article,wikipedia,static_hash
5eb87ce1ffd86e000604b334,11,CASSIOPE,2013-09-29T17:00:00+01:00,2013-09-29T09:00:00-07:00,True,"Commercial mission and first Falcon 9 v1.1 flight, with improved 13-tonne to LEO capacity. Following second-stage separation from the first stage, an attempt was made to perform an ocean touchdown test of the discarded booster vehicle. The test provided good test data on the experiment-its primary objective-but as the booster neared the ocean, aerodynamic forces caused an uncontrollable roll. The center engine, depleted of fuel by centrifugal force, shut down resulting in the impact and destruction of the vehicle.",5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,5e9e289ff359180ae23b262d,1,False,True,False,Ocean,5eb0e4bbb6c3bb0006eeb1ee,,,,False,False,False,https://images2.imgbox.com/f8/27/XwZPEhTJ_o.png,https://images2.imgbox.com/ae/62/D6SZleUG_o.png,https://www.youtube.com/watch?v=uFefasS6bhc,http://www.parabolicarc.com/2013/09/29/falcon-9-launch-payloads-orbit-vandenberg/,https://en.wikipedia.org/wiki/CASSIOPE,001db4d6fe7112e394c2beeb46c04d7d
5eb87ce2ffd86e000604b335,12,SES-8,2013-12-03T22:41:00+00:00,2013-12-03T18:41:00-04:00,True,First GTO launch for Falcon 9,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e289ff35918862c3b262e,1,False,False,,,5eb0e4bbb6c3bb0006eeb1ef,,,,False,False,False,https://images2.imgbox.com/4e/f8/rqu7XWMF_o.png,https://images2.imgbox.com/41/b7/H6vprzuB_o.png,https://www.youtube.com/watch?v=aAj5xapImEs,https://www.nasaspaceflight.com/2013/12/spacex-falcon-9-v1-1-milestone-ses-8-launch/,https://en.wikipedia.org/wiki/SES-8,31047d09269290db8aebcd1d4881c49c
5eb87ce3ffd86e000604b336,13,Thaicom 6,2014-01-06T18:06:00+00:00,2014-01-06T14:06:00-04:00,True,"Second GTO launch for Falcon 9. The USAF evaluated launch data from this flight as part of a separate certification program for SpaceX to qualify to fly U.S. military payloads and found that the Thaicom 6 launch had ""unacceptable fuel reserves at engine cutoff of the stage 2 second burnoff""",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e289ff3591878603b262f,1,False,False,,,5eb0e4bbb6c3bb0006eeb1f0,,,,False,False,False,https://images2.imgbox.com/5c/20/AsqTXJDC_o.png,https://images2.imgbox.com/f5/fa/JvLWfNZz_o.png,https://www.youtube.com/watch?v=AnSNRzMEmCU,http://spacenews.com/38959spacex-delivers-thaicom-6-satellite-to-orbit/,https://en.wikipedia.org/wiki/Thaicom_6,b61ce3c2d8aee1f921c29c89cbed0191
5eb87ce4ffd86e000604b337,14,CRS-3,2014-04-18T20:25:00+01:00,2014-04-18T15:25:00-04:00,True,"Following second-stage separation, SpaceX conducted a second controlled-descent test of the discarded booster vehicle and achieved the first successful controlled ocean touchdown of a liquid-rocket-engine orbital booster. Following touchdown the first stage tipped over as expected and was destroyed. This was the first Falcon 9 booster to fly with extensible landing legs and the first Dragon mission with the Falcon 9 v1.1 launch vehicle.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e289ff3591829343b2630,1,False,True,True,Ocean,5eb0e4bbb6c3bb0006eeb1f1,,,,,,,https://images2.imgbox.com/ae/3c/yVvE2vVh_o.png,https://images2.imgbox.com/82/c7/bbs0gt88_o.png,https://www.youtube.com/watch?v=Od-lON4bTyQ,https://newatlas.com/crs-3-launch-spacex/31671/,https://en.wikipedia.org/wiki/SpaceX_CRS-3,6075bf171cc637a4682ccc19f46a4505
5eb87ce4ffd86e000604b338,15,OG-2 Mission 1,2014-07-14T16:15:00+01:00,2014-07-14T11:15:00-04:00,True,"Total payload mass was 1,316 kg (2,901 lb) : 6 satellites weighing 172 kg each, plus two 142-kg mass simulators. This was the second Falcon 9 booster equipped with landing legs. Following second-stage separation, SpaceX conducted a controlled-descent test of the first stage, which successfully decelerated from hypersonic velocity in the upper atmosphere, made reentry and landing burns, deployed its legs and touched down on the ocean surface. As with the previous mission, the first stage then tipped over as expected and was not recovered.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a0f3591870a63b2631,1,False,True,True,Ocean,5eb0e4bcb6c3bb0006eeb1f2,,,,False,False,False,https://images2.imgbox.com/a4/44/YWAUBkOe_o.png,https://images2.imgbox.com/fd/41/FUnfqHHH_o.png,https://www.youtube.com/watch?v=lbHnSu-DLR4,https://www.orbcomm.com/en/networks/satellite/orbcomm-og2,https://en.wikipedia.org/wiki/Falcon_9_flight_10,2e43c41382ba5e2d46f22a47f4a8887a
5eb87ce5ffd86e000604b339,16,AsiaSat 8,2014-08-05T09:00:00+01:00,2014-08-05T04:00:00-04:00,True,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a0f359186e2e3b2632,1,False,False,,,5eb0e4bcb6c3bb0006eeb1f3,,,,False,False,False,https://images2.imgbox.com/dd/4d/szidadu8_o.png,https://images2.imgbox.com/60/3f/hwK01Qce_o.png,https://www.youtube.com/watch?v=essrkMGlw5s,http://spacenews.com/41497spacex-launches-first-of-two-satellites-for-asiasat/,https://en.wikipedia.org/wiki/AsiaSat_8,5853bdfa325b6f6572d59c09155e65c9
5eb87ce6ffd86e000604b33a,17,AsiaSat 6,2014-09-07T06:00:00+01:00,2014-09-07T01:00:00-04:00,True,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a0f35918b1bc3b2633,1,False,False,,,5eb0e4bcb6c3bb0006eeb1f4,,,,False,False,False,https://images2.imgbox.com/d4/ea/jdJqr6He_o.png,https://images2.imgbox.com/5a/f0/b3TgnmVr_o.png,https://www.youtube.com/watch?v=39ninsyTRk8,https://www.space.com/27052-spacex-launches-asiasat6-satellite.html,https://en.wikipedia.org/wiki/AsiaSat_6,0af7c2164cb8cffb401043a41cd4b7ae
5eb87ce7ffd86e000604b33b,18,CRS-4,2014-09-21T06:52:00+01:00,2014-09-21T01:52:00-04:00,True,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a0f359184a683b2634,1,False,True,False,Ocean,5eb0e4bcb6c3bb0006eeb1f5,,,,,,,https://images2.imgbox.com/7b/fb/Mm0LdwGY_o.png,https://images2.imgbox.com/21/13/ps1yJZFD_o.png,https://www.youtube.com/watch?v=7YkCh7uOw1Y,https://www.nasa.gov/press/2014/september/nasa-cargo-launches-to-space-station-aboard-spacex-resupply-mission-0,https://en.wikipedia.org/wiki/SpaceX_CRS-4,7c939e07d2a4dcabcf0278071f0dde2b
5eb87ce8ffd86e000604b33c,19,CRS-5,2015-01-10T09:47:00+00:00,2015-01-10T05:47:00-04:00,True,"Following second stage separation, SpaceX performed a test flight which attempted to return the first stage of the Falcon 9 through the atmosphere and land it on an approximately 90-by-50-meter (300 ft x 160 ft) floating platform-called the autonomous spaceport drone ship. Many of the test objectives were achieved, including precision control of the rocket's descent to land on the platform at a specific point in the Atlantic ocean, and a large amount of test data was obtained from the first use of grid fin control surfaces used for more precise reentry positioning. The grid fin control system ran out of hydraulic fluid a minute before landing and the landing itself resulted in a crash.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a0f359187a3c3b2635,1,False,True,False,ASDS,5eb0e4bdb6c3bb0006eeb1f6,,,,,,,https://images2.imgbox.com/df/53/3Ik1KR2O_o.png,https://images2.imgbox.com/ed/f3/MdEzr8rE_o.png,https://www.youtube.com/watch?v=p7x-SumbynI,https://spaceflightnow.com/2015/01/10/dragon-successfully-launched-rocket-recovery-demo-crash-lands/,https://en.wikipedia.org/wiki/SpaceX_CRS-5,5d77e85f41076c5b3551060a4b1f1412
5eb87ceaffd86e000604b33d,20,DSCOVR,2015-02-11T23:03:00+00:00,2015-02-11T19:03:00-04:00,True,First launch under USAF's OSP 3 launch contract. First SpaceX launch to put a satellite to an orbit with an orbital altitude many times the distance to the Moon: Sun-Earth libration point L1. The first stage made a test flight descent to an over-ocean landing within 10 m (33 ft) of its intended target.,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a0f3591885be3b2636,1,False,True,True,Ocean,5eb0e4bdb6c3bb0006eeb1f7,,,,False,False,False,https://images2.imgbox.com/bc/a6/uDYvXvql_o.png,https://images2.imgbox.com/30/47/WmtGcjW8_o.png,https://www.youtube.com/watch?v=OvHJSIKP0Hg,https://spaceflightnow.com/2015/02/12/space-weather-observatory-blasts-off-after-17-year-wait/,https://en.wikipedia.org/wiki/Deep_Space_Climate_Observatory,c096dc623535382fccae0073946607d4
5eb87ceaffd86e000604b33e,21,ABS-3A / Eutelsat 115W B,2015-03-02T03:50:00+00:00,2015-03-02T23:50:00-04:00,True,"The launch was Boeing's first-ever conjoined launch of a lighter-weight dual-commsat stack that was specifically designed to take advantage of the lower-cost SpaceX Falcon 9 launch vehicle. Per satellite, launch costs were less than $30 million. The ABS satellite reached its final destination ahead of schedule and started operations on September 10.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a0f35918c0893b2637,1,False,False,,,5eb0e4bdb6c3bb0006eeb1f8,,,,False,False,False,https://images2.imgbox.com/2b/65/8Hd65fHz_o.png,https://images2.imgbox.com/3f/c9/ZczpJ97M_o.png,https://www.youtube.com/watch?v=mN7lyaCBzT8,https://www.space.com/28702-spacex-rocket-launches-satellites-video.html,https://en.wikipedia.org/wiki/ABS-3A,280e90554e710ca8b6dcf1cd29ac5231
5eb87cecffd86e000604b33f,22,CRS-6,2015-04-14T21:10:00+01:00,2015-04-14T16:10:00-04:00,True,"Following the first-stage boost, SpaceX attempted a controlled-descent test of the first stage. The first stage contacted the ship, but soon tipped over due to excess lateral velocity caused by a stuck throttle valve resulting in a later-than-intended downthrottle.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a1f359186d533b2638,1,False,True,False,ASDS,5eb0e4bdb6c3bb0006eeb1fa,,,,,,,https://images2.imgbox.com/75/39/TJU6xWM5_o.png,https://images2.imgbox.com/c7/02/2XvCh1yD_o.png,https://www.youtube.com/watch?v=csVpa25iqH0,https://spaceflightnow.com/2015/04/14/falcon-9-successfully-launches-descends-to-off-balance-landing/,https://en.wikipedia.org/wiki/SpaceX_CRS-6,c665863c563cb51b4bafe91997be647c
5eb87cedffd86e000604b340,23,TürkmenÄlem 52°E / MonacoSAT,2015-04-28T00:03:00+01:00,2015-04-27T19:03:00-04:00,True,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a1f35918233f3b2639,1,False,False,,,5eb0e4beb6c3bb0006eeb1fb,,,,False,False,False,https://images2.imgbox.com/a6/9b/IzWT1pYC_o.png,https://images2.imgbox.com/a1/dc/grsyEfA5_o.png,https://www.youtube.com/watch?v=nBwAYT_ogj4,https://spaceflightnow.com/2015/04/28/falcon-9-rocket-powers-into-space-with-satellite-for-turkmenistan/,https://en.wikipedia.org/wiki/T%C3%BCrkmen%C3%84lem_52%C2%B0E_/_MonacoSAT,68ca0013f8534465babff65e19ecd715
5eb87ceeffd86e000604b341,24,CRS-7,2015-06-28T15:21:00+01:00,2015-06-28T10:21:00-04:00,False,"Launch performance was nominal until an overpressure incident in the second-stage LOX tank, leading to vehicle breakup at T+150 seconds. The Dragon capsule survived the explosion but was lost upon splashdown because its software did not contain provisions for parachute deployment on launch vehicle failure.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a1f35918683c3b263a,1,False,True,,ASDS,5eb0e4beb6c3bb0006eeb1fc,139,40,helium tank overpressure lead to the second stage LOX tank explosion,,,,https://images2.imgbox.com/53/12/gFtcOQuX_o.png,https://images2.imgbox.com/7a/51/NfgiMpar_o.png,https://www.youtube.com/watch?v=PuNymhcTtSQ,https://spaceflightnow.com/2015/06/28/falcon-9-rocket-destroyed-in-launch-mishap/,https://en.wikipedia.org/wiki/SpaceX_CRS-7,9bfef22c858a1294a4b1c88a99470645
5eb87cefffd86e000604b342,25,OG-2 Mission 2,2015-12-22T01:29:00+00:00,2015-12-22T21:29:00-04:00,True,"Total payload mass was 2,034 kg (4,484 lb) : 11 satellites weighing 172 kg each, plus a 142-kg mass simulator. This was the first launch of the upgraded v1.1 variant (later called Falcon 9 Full Thrust), with a 30 percent power increase. Orbcomm had originally agreed to be the third flight of the enhanced-thrust rocket, but the change to the maiden flight position was announced in October 2015. SpaceX received a permit from the FAA to land the booster on solid ground at Cape Canaveral, and succeeded.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a1f3591867753b263b,1,False,True,True,RTLS,5eb0e4beb6c3bb0006eeb1fd,,,,False,False,False,https://images2.imgbox.com/6a/7e/J7IQfBqg_o.png,https://images2.imgbox.com/99/d4/0aIlpFpw_o.png,https://www.youtube.com/watch?v=O5bTbVbe4e4,https://spaceflightnow.com/2015/12/22/round-trip-rocket-flight-gives-spacex-a-trifecta-of-successes/,https://en.wikipedia.org/wiki/Falcon_9_flight_20,5abcbf32c5db8e125dd9ec47d84df101
5eb87cf0ffd86e000604b343,26,Jason 3,2016-01-17T15:42:00+00:00,2016-01-17T08:42:00-07:00,True,"First launch of NASA and NOAA joint science mission under the NLS II launch contract (not related to NASA CRS or USAF OSP3 contracts). Last launch of the original Falcon 9 v1.1 launch vehicle. The Jason-3 satellite was successfully deployed to target orbit. SpaceX again attempted a recovery of the first stage booster by landing on an autonomous drone ship; this time located in the Pacific Ocean. The first stage did achieve a soft-landing on the ship, but a lockout on one of the landing legs failed to latch, so that the booster fell over and exploded.",5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,5e9e28a1f3591842fa3b263c,1,False,True,False,ASDS,5eb0e4beb6c3bb0006eeb1fe,,,,False,False,False,https://images2.imgbox.com/8a/44/PSksEBjD_o.png,https://images2.imgbox.com/d9/c9/57ioWDgW_o.png,https://www.youtube.com/watch?v=ivdKRJzl6y0,https://spaceflightnow.com/2016/01/18/satellite-launched-to-measure-motions-of-the-oceans/,https://en.wikipedia.org/wiki/Jason-3,558be14057d05c93f72f3355b2a0b5f6
5eb87cf2ffd86e000604b344,27,SES-9,2016-03-04T23:35:00+00:00,2016-03-04T19:35:00-04:00,True,"Second launch of the enhanced Falcon 9 Full Thrust launch vehicle. Following the launch, SpaceX attempted an experimental landing test to a drone ship, although a successful landing was not expected because launch mass exceeded previously indicated limit for a GTO there was little fuel left. As predicted, booster recovery failed: the spent first stage ""landed hard"", but the controlled-descent, atmospheric re-entry and navigation to the drone ship were successful and returned significant test data on bringing back high-energy Falcon 9s.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a1f359188def3b263d,1,False,True,False,ASDS,5eb0e4beb6c3bb0006eeb1ff,,,,False,False,False,https://images2.imgbox.com/7f/15/rjv54Es5_o.png,https://images2.imgbox.com/c9/7f/EQ1g4Iv2_o.png,https://www.youtube.com/watch?v=muDPSyO7-A0,https://spaceflightnow.com/2016/03/05/tv-broadcasting-satellite-finally-launched-on-falcon-9/,https://en.wikipedia.org/wiki/SES-9,068278d1d63e9e23cdc4eb04b759de41
5eb87cf3ffd86e000604b345,28,CRS-8,2016-04-08T21:43:00+01:00,2016-04-08T16:43:00-04:00,True,"Dragon carried over 1500 kg of supplies and delivered (stowed in its trunk) the inflatable Bigelow Expandable Activity Module (BEAM) to the ISS for two years of in-orbit tests. The rocket's first stage landed smoothly on SpaceX's autonomous spaceport drone ship 9 minutes after liftoff, making this the first ever successful landing of a rocket booster on a ship at sea as part of an orbital launch. The first stage B1021 was later also the first orbital booster to be used again, when launching SES-10 on March 30, 2017.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a2f359182d0b3b263e,1,False,True,True,ASDS,5eb0e4bfb6c3bb0006eeb200,,,,,,,https://images2.imgbox.com/72/1e/mA23xHqe_o.png,https://images2.imgbox.com/36/d8/RyPKsTpC_o.png,https://www.youtube.com/watch?v=7pUAydjne5M,https://spaceflightnow.com/2016/04/08/spacex-lands-rocket-on-floating-platform-after-station-resupply-launch/,https://en.wikipedia.org/wiki/SpaceX_CRS-8,e414a88ff7722cfe0097b8281c9050ee
5eb87cf5ffd86e000604b346,29,JCSAT-2B,2016-05-06T06:21:00+01:00,2016-05-06T01:21:00-04:00,True,"Launched the JCSAT 14 communications satellite for Tokyo-based SKY Perfect JSAT Corp. JCSAT 14 will support data networks, television broadcasters and mobile communications users in Japan, East Asia, Russia, Oceania, Hawaii and other Pacific islands. This was the first time a booster successfully landed after a GTO mission.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a2f35918077b3b263f,1,False,True,True,ASDS,5eb0e4bfb6c3bb0006eeb201,,,,False,False,False,https://images2.imgbox.com/7a/90/Zdo2mijx_o.png,https://images2.imgbox.com/2a/47/az2sxGIB_o.png,https://www.youtube.com/watch?v=L0bMeDj76ig,https://spaceflightnow.com/2016/05/06/falcon-9-succeeds-in-middle-of-the-night-launch/,https://en.wikipedia.org/wiki/JCSAT-2B,34d77091bc0c2615496c1677082d10e4
5eb87cf6ffd86e000604b347,30,Thaicom 8,2016-05-27T22:39:00+01:00,2016-05-27T17:39:00-04:00,True,"Manufactured by Orbital ATK, the 3,100-kilogram (6,800 lb) Thaicom 8 communications satellite will serve Thailand, India and Africa from the 78.5° East geostationary location. It is equipped with 24 active Ku-band transponders.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a2f3591845c73b2640,1,False,True,True,ASDS,5eb0e4bfb6c3bb0006eeb202,,,,False,False,False,https://images2.imgbox.com/fa/f2/iR1eKXrX_o.png,https://images2.imgbox.com/84/dc/Qp0wk7j1_o.png,https://www.youtube.com/watch?v=zBYC4f79iXc,https://spaceflightnow.com/2016/05/27/spacex-logs-successful-late-afternoon-launch-for-thaicom/,https://en.wikipedia.org/wiki/Thaicom_8,4900b60248a40f7411766f0e808df12f
5eb87cf8ffd86e000604b348,31,ABS-2A / Eutelsat 117W B,2016-06-15T15:29:00+01:00,2016-06-15T10:29:00-04:00,True,"One year after pioneering this technique on flight 16, Falcon again launched two Boeing 702SP gridded ion thruster satellites in a dual-stack configuration, with the two customers sharing the rocket and mission costs. First stage landing attempt on drone ship failed on landing due to low thrust on one of the three landing engines.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a2f359184f403b2641,1,False,True,False,ASDS,5eb0e4bfb6c3bb0006eeb203,,,,False,False,False,https://images2.imgbox.com/36/a4/J5gJWxuC_o.png,https://images2.imgbox.com/c6/d2/MIC8sIE4_o.png,https://www.youtube.com/watch?v=gLNmtUEvI5A,https://spaceflightnow.com/2016/06/15/spacex-successfully-fires-satellites-into-orbit-but-loses-booster-on-landing/,https://en.wikipedia.org/wiki/ABS_(satellite_operator),007b28f51f6b7d25eb5bd342592f791f
5eb87cf9ffd86e000604b349,32,CRS-9,2016-07-18T05:45:00+01:00,2016-07-18T00:45:00-04:00,True,"Among other cargo, an International Docking Adapter (IDA-2) was carried to the ISS. This mission had a successful first-stage landing at Cape Canaveral.*Including the reusable Dragon Capsule, total payload to orbit was 6457 kg.",5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,5e9e28a2f359187f273b2642,1,False,True,True,RTLS,5eb0e4c0b6c3bb0006eeb205,,,,,,,https://images2.imgbox.com/bb/0d/aLsm9QDC_o.png,https://images2.imgbox.com/56/af/b7fNzZGo_o.png,https://www.youtube.com/watch?v=ThIdCuSsJh8,https://spaceflightnow.com/2016/07/18/spacex-sends-supplies-to-space-station-lands-another-falcon-rocket/,https://en.wikipedia.org/wiki/SpaceX_CRS-9,cd33802960c20978fc87bb2a0914f029
